open_time,open,high,low,close,volume
2025-05-24 19:00:00,2548.22,2554.35,2545.2,2553.33,54256.411
2025-05-24 20:00:00,2553.34,2555.47,2548.46,2551.15,36079.958
2025-05-24 21:00:00,2551.15,2551.73,2511.13,2539.19,178015.493
2025-05-24 22:00:00,2539.19,2539.2,2520.0,2524.29,104219.203
2025-05-24 23:00:00,2524.3,2534.1,2516.1,2529.27,148635.607
2025-05-25 00:00:00,2529.27,2538.38,2473.36,2485.58,423741.642
2025-05-25 01:00:00,2485.57,2502.87,2478.01,2494.5,220097.686
2025-05-25 02:00:00,2494.5,2509.76,2484.2,2506.88,191358.614
2025-05-25 03:00:00,2506.88,2519.68,2505.68,2511.79,138050.004
2025-05-25 04:00:00,2511.78,2517.66,2503.98,2516.19,78654.325
2025-05-25 05:00:00,2516.18,2517.5,2506.0,2511.72,50819.848
2025-05-25 06:00:00,2511.73,2512.37,2500.98,2506.26,75165.348
2025-05-25 07:00:00,2506.26,2506.27,2486.3,2493.38,179414.769
2025-05-25 08:00:00,2493.38,2493.5,2457.6,2476.5,295215.66
2025-05-25 09:00:00,2476.49,2494.71,2471.14,2494.19,236375.347
2025-05-25 10:00:00,2494.2,2501.74,2487.32,2491.52,163197.968
2025-05-25 11:00:00,2491.51,2499.31,2487.77,2496.58,101914.709
2025-05-25 12:00:00,2496.58,2517.61,2493.74,2515.67,195086.568
2025-05-25 13:00:00,2515.67,2524.99,2510.14,2512.44,149976.888
2025-05-25 14:00:00,2512.43,2517.33,2495.55,2505.19,170108.94
2025-05-25 15:00:00,2505.19,2515.13,2478.0,2510.47,322922.5
2025-05-25 16:00:00,2510.47,2512.37,2495.0,2510.49,158493.397
2025-05-25 17:00:00,2510.49,2515.8,2507.46,2512.4,75262.746
2025-05-25 18:00:00,2512.39,2522.71,2509.8,2514.9,79390.666
2025-05-25 19:00:00,2514.89,2537.0,2513.5,2525.21,101874.899
2025-05-25 20:00:00,2525.2,2527.84,2509.69,2522.66,85402.707
2025-05-25 21:00:00,2522.66,2530.79,2506.08,2514.2,90025.116
2025-05-25 22:00:00,2514.2,2553.0,2511.31,2547.97,301822.051
2025-05-25 23:00:00,2547.96,2552.81,2533.82,2550.03,152374.135
2025-05-26 00:00:00,2550.03,2573.61,2535.0,2570.58,243878.886
2025-05-26 01:00:00,2570.58,2576.0,2553.75,2557.53,211439.656
2025-05-26 02:00:00,2557.53,2563.0,2546.0,2551.85,132903.779
2025-05-26 03:00:00,2551.85,2565.88,2547.53,2559.33,109566.471
2025-05-26 04:00:00,2559.34,2569.0,2556.16,2563.39,106280.705
2025-05-26 05:00:00,2563.39,2574.75,2560.44,2567.25,114641.544
2025-05-26 06:00:00,2567.26,2584.96,2564.11,2581.8,149396.817
2025-05-26 07:00:00,2581.77,2598.6,2576.0,2579.71,312714.199
2025-05-26 08:00:00,2579.7,2581.8,2563.18,2567.19,176252.09
2025-05-26 09:00:00,2567.2,2573.51,2552.47,2562.01,181108.542
2025-05-26 10:00:00,2562.01,2568.64,2553.0,2558.34,108634.255
2025-05-26 11:00:00,2558.34,2567.47,2554.18,2566.75,79730.317
2025-05-26 12:00:00,2566.74,2573.62,2559.7,2567.11,88965.548
2025-05-26 13:00:00,2567.12,2570.6,2537.68,2550.15,227517.999
2025-05-26 14:00:00,2550.15,2555.45,2540.84,2549.6,160429.506
2025-05-26 15:00:00,2549.6,2569.98,2544.2,2565.0,220866.204
2025-05-26 16:00:00,2565.0,2572.8,2532.86,2541.39,316898.43
2025-05-26 17:00:00,2541.39,2548.0,2521.29,2532.44,155323.815
2025-05-26 18:00:00,2532.44,2545.54,2526.75,2533.8,108324.455
2025-05-26 19:00:00,2533.83,2543.42,2531.17,2539.97,62445.623
2025-05-26 20:00:00,2539.97,2567.13,2535.19,2565.07,153060.92
2025-05-26 21:00:00,2565.06,2567.0,2553.98,2561.31,90708.164
2025-05-26 22:00:00,2561.31,2584.74,2556.0,2558.6,166434.236
2025-05-26 23:00:00,2558.6,2563.6,2551.89,2562.43,73312.177
2025-05-27 00:00:00,2562.42,2572.5,2547.75,2549.99,110841.899
2025-05-27 01:00:00,2549.99,2550.0,2508.0,2528.66,394743.411
2025-05-27 02:00:00,2528.66,2543.5,2526.86,2534.49,139984.858
2025-05-27 03:00:00,2534.5,2564.25,2534.38,2548.42,190759.186
2025-05-27 04:00:00,2548.42,2568.0,2547.83,2558.21,112708.931
2025-05-27 05:00:00,2558.21,2572.17,2549.0,2568.6,140548.103
2025-05-27 06:00:00,2568.6,2609.9,2563.59,2568.63,706865.403
2025-05-27 07:00:00,2568.63,2619.61,2568.53,2606.95,383152.653
2025-05-27 08:00:00,2606.97,2643.44,2606.7,2634.54,665925.259
2025-05-27 09:00:00,2634.54,2649.13,2620.88,2637.53,318209.312
2025-05-27 10:00:00,2637.53,2641.52,2630.2,2637.76,141610.34
2025-05-27 11:00:00,2637.76,2654.1,2626.04,2651.98,261550.573
2025-05-27 12:00:00,2651.97,2653.72,2633.19,2647.38,234732.162
2025-05-27 13:00:00,2647.38,2683.76,2641.37,2654.84,663084.956
2025-05-27 14:00:00,2654.84,2671.11,2632.42,2660.09,458532.681
2025-05-27 15:00:00,2660.1,2669.64,2652.35,2667.46,210588.841
2025-05-27 16:00:00,2667.47,2683.83,2657.2,2669.6,288741.135
2025-05-27 17:00:00,2669.6,2711.8,2669.22,2694.85,531578.368
2025-05-27 18:00:00,2694.85,2707.56,2673.98,2679.07,269592.608
2025-05-27 19:00:00,2679.06,2687.65,2670.43,2686.84,163735.851
2025-05-27 20:00:00,2686.84,2693.63,2662.01,2667.54,171651.673
2025-05-27 21:00:00,2667.54,2676.78,2656.01,2662.16,137991.645
2025-05-27 22:00:00,2662.17,2668.94,2651.0,2659.1,150058.68
2025-05-27 23:00:00,2659.1,2664.1,2651.34,2659.84,93984.385
2025-05-28 00:00:00,2659.83,2660.85,2640.0,2657.49,161048.61
2025-05-28 01:00:00,2657.5,2658.96,2630.05,2633.64,147529.653
2025-05-28 02:00:00,2633.64,2642.18,2617.0,2637.71,278819.376
2025-05-28 03:00:00,2637.71,2649.08,2632.44,2644.51,147375.677
2025-05-28 04:00:00,2644.51,2651.87,2633.07,2645.63,118238.921
2025-05-28 05:00:00,2645.63,2646.33,2633.92,2638.65,94612.994
2025-05-28 06:00:00,2638.64,2638.65,2622.36,2626.56,146664.978
2025-05-28 07:00:00,2626.57,2642.0,2623.54,2635.35,103559.239
2025-05-28 08:00:00,2635.36,2644.99,2627.41,2642.01,116024.011
2025-05-28 09:00:00,2642.01,2642.72,2620.53,2625.97,155242.31
2025-05-28 10:00:00,2625.97,2643.12,2606.0,2639.72,291121.788
2025-05-28 11:00:00,2639.72,2658.94,2639.2,2655.99,188101.711
2025-05-28 12:00:00,2655.99,2682.13,2652.0,2666.32,354444.398
2025-05-28 13:00:00,2666.33,2689.13,2653.35,2656.57,472110.232
2025-05-28 14:00:00,2656.57,2659.7,2619.15,2627.46,566265.63
2025-05-28 15:00:00,2627.46,2639.27,2612.0,2626.17,288896.808
2025-05-28 16:00:00,2626.2,2643.12,2625.61,2639.71,161097.815
2025-05-28 17:00:00,2639.7,2664.0,2639.7,2651.56,249123.771
2025-05-28 18:00:00,2651.56,2657.24,2631.0,2635.54,143538.534
2025-05-28 19:00:00,2635.54,2654.99,2615.23,2616.61,231382.496
2025-05-28 20:00:00,2616.61,2634.64,2610.01,2633.62,209215.144
2025-05-28 21:00:00,2633.62,2658.85,2630.01,2651.21,122544.738
2025-05-28 22:00:00,2651.21,2652.52,2637.02,2647.48,99482.39
2025-05-28 23:00:00,2647.47,2686.0,2647.38,2680.4,309692.183
